volume_adjust_loop.thisRepN,volume_adjust_loop.thisTrialN,volume_adjust_loop.thisN,volume_adjust_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,mem_test_trials.thisRepN,mem_test_trials.thisTrialN,mem_test_trials.thisN,mem_test_trials.thisIndex,thisRow.t,notes,path,resp order,files chosen,Instructions_0.started,welcome_text.started,instructions_0_keypress.started,Instructions_0.stopped,instructions_0_keypress.keys,instructions_0_keypress.rt,instructions_0_keypress.duration,Consent_Form.started,consent_text.started,agree_button.started,disagree_button.started,Consent_Form.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,disagree_button.numClicks,disagree_button.timesOn,disagree_button.timesOff,demographics.started,age_slider.started,Gender.started,Handedness.started,age_text.started,handedness_text.started,gender_text.started,demographics.stopped,age_slider.response,age_slider.rt,Gender.text,Handedness.response,Handedness.rt,instructions_1.started,instructions_text1.started,instructions1_key_resp.started,instr1_cnt_text.started,instructions_1.stopped,instructions1_key_resp.keys,instructions1_key_resp.rt,instructions1_key_resp.duration,instructions_2.started,instructions_text2.started,key_stim_association.started,instr2_cnt_text.started,instructions2_key_resp.started,instructions_2.stopped,instructions2_key_resp.keys,instructions2_key_resp.rt,instructions2_key_resp.duration,instructions_3.started,instructions_text3.started,examplestim_image_2.started,instructions3_key_resp.started,instr3_cnt_text.started,instructions_3.stopped,instructions3_key_resp.keys,instructions3_key_resp.rt,instructions3_key_resp.duration,instructions_4.started,sound_2.started,instructions_text4.started,handplacement_image.started,sound_2.stopped,instructions4_key_resp.started,instr4_cnt_text.started,instructions_4.stopped,instructions4_key_resp.keys,instructions4_key_resp.rt,instructions4_key_resp.duration,instructions_5.started,instructions_text5.started,image.started,instructions5_key_resp.started,instr5_cnt_text.started,instructions_5.stopped,instructions5_key_resp.keys,instructions5_key_resp.rt,instructions5_key_resp.duration,volume_adjuster.started,volume_adjuster_key_resp.started,volume_adjustment_instructions.started,volume_adjuster_sound.started,volume_adjuster.stopped,volume_adjuster_key_resp.keys,volume_adjuster_key_resp.rt,volume_adjuster_key_resp.duration,begin_exp_timer.started,text_countdown_2.started,begin_exp_timer.stopped,stim_display.started,node idx,stim,selected music stim,node type,space.started,h.started,j.started,k.started,l.started,key_resp.started,text.started,accuracy_text.started,stim_display.stopped,accuracy,key_resp.keys,key_resp.rt,key_resp.duration,sound_display.started,sound_1.started,sound_display.stopped,sound_1.stopped,break_2.started,break_text.started,break_key_resp.started,break_2.stopped,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,memory_test_instructions.started,memory_text_instr.started,memory_test_instr_moveon.started,memory_test_cnt_text.started,memory_test_instructions.stopped,memory_test_instr_moveon.keys,memory_test_instr_moveon.rt,memory_test_instr_moveon.duration,mem_test_cntdn.started,text_countdown.started,mem_test_cntdn.stopped,memory_test.started,mem_space.started,mem_h.started,mem_j.started,mem_k.started,mem_l.started,mem_test_sound.started,mem_test_key_resp.started,mem_test_instr.started,mem_test_sound.stopped,mem test resp,mem test stim,memory_test.stopped,mem_test_key_resp.keys,mem_test_key_resp.rt,mem_test_key_resp.duration,demographics_2.started,music_ability_slider.started,music_theory.started,music_ability_text.started,music_theory_know.started,years_music.started,years_of_musical_experience_slider.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,[11 11 10 ...  4 11  1],"[('h', 'k'), ('k', 'l'), ('h', 'space'), ('h', 'l'), ('space',), ('l', 'space'), ('j', 'l'), ('k',), ('k', 'space'), ('h', 'j'), ('l',), ('j',), ('h',), ('j', 'space'), ('j', 'k')]","['1001 A.wav' '1005 A.wav' '1003 A.wav' '1004 A.wav' '1002 A.wav'
 '0204 C+.wav' '0205 C+.wav' '0201 C+.wav' '0203 C+.wav' '0202 C+.wav'
 '0603 F.wav' '0605 F.wav' '0601 F.wav' '0602 F.wav' '0604 F.wav']",0.01679546043760638,0.033026463973328646,0.033026463973328646,7.766521306436516,return,7.728162384893039,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,2024-03-13_13h32.51.559,eb_music,2023.2.3,60.00360428905556,2024-03-13 13h33.03.221640 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.766546058022868,7.782525319816159,7.782525319816159,7.782525319816159,9.966167600233348,1,[2.1969036973141556],[2.1969094324376783],0,,,9.96625091045098,10.032085903700136,10.032085903700136,10.032085903700136,10.032085903700136,10.032085903700136,10.032085903700136,16.205682058631282,21-24,1.7629208561993437,Female,Right Handed,6.198354079891942,16.205708923157545,16.215339704955113,18.215207495262803,18.215207495262803,29.281698707392934,space,11.065328491278706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,2024-03-13_13h32.51.559,eb_music,2023.2.3,60.00360428905556,2024-03-13 13h33.03.221640 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.281724062676403,29.297845797013906,29.297845797013906,32.28100687037568,32.28100687037568,35.547998607873524,space,3.2626759060512995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,2024-03-13_13h32.51.559,eb_music,2023.2.3,60.00360428905556,2024-03-13 13h33.03.221640 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.54802486870267,35.56411792742256,35.56411792742256,38.5472237624881,38.5472237624881,39.581089365601656,k,1.0295141535298171,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,2024-03-13_13h32.51.559,eb_music,2023.2.3,60.00360428905556,2024-03-13 13h33.03.221640 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.581117135673594,39.59716805632697,40.08050483576517,40.08050483576517,40.1138002468515,42.580345610623226,42.580345610623226,46.030626163814304,space,3.4425634915914998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,2024-03-13_13h32.51.559,eb_music,2023.2.3,60.00360428905556,2024-03-13 13h33.03.221640 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.03065483943283,46.04678925141252,46.04678925141252,49.02991681957792,49.02991681957792,49.847135109551346,space,0.8009951345029549,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,2024-03-13_13h32.51.559,eb_music,2023.2.3,60.00360428905556,2024-03-13 13h33.03.221640 -0400,
0,0,0,0,,,,,,,,,,,,,49.91285026890182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.849254992349415,49.91285026890182,49.91285026890182,49.91317916314856,51.86360970491569,left,1.9420963808661327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,2024-03-13_13h32.51.559,eb_music,2023.2.3,60.00360428905556,2024-03-13 13h33.03.221640 -0400,
1,0,1,0,,,,,,,,,,,,,51.94640376055031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.87782134123972,51.94640376055031,51.94640376055031,51.92972710772538,52.26349934906284,left,0.3005050832816778,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,2024-03-13_13h32.51.559,eb_music,2023.2.3,60.00360428905556,2024-03-13 13h33.03.221640 -0400,
2,0,2,0,,,,,,,,,,,,,52.346376714915095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.27833037873825,52.346376714915095,52.346376714915095,52.34634954853982,56.31333757329958,left,3.956686837196685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,2024-03-13_13h32.51.559,eb_music,2023.2.3,60.00360428905556,2024-03-13 13h33.03.221640 -0400,
3,0,3,0,,,,,,,,,,,,,56.396120158687154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.327972703225896,56.396120158687154,56.396120158687154,56.39611140507759,58.07994430289364,left,1.6829189002210114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,2024-03-13_13h32.51.559,eb_music,2023.2.3,60.00360428905556,2024-03-13 13h33.03.221640 -0400,
