volume_adjust_loop.thisRepN,volume_adjust_loop.thisTrialN,volume_adjust_loop.thisN,volume_adjust_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,mem_test_trials.thisRepN,mem_test_trials.thisTrialN,mem_test_trials.thisN,mem_test_trials.thisIndex,thisRow.t,notes,path,resp order,files chosen,Instructions_0.started,welcome_text.started,instructions_0_keypress.started,Instructions_0.stopped,instructions_0_keypress.keys,instructions_0_keypress.rt,instructions_0_keypress.duration,Consent_Form.started,consent_text.started,agree_button.started,disagree_button.started,Consent_Form.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,disagree_button.numClicks,disagree_button.timesOn,disagree_button.timesOff,demographics.started,age_slider.started,Gender.started,Handedness.started,age_text.started,handedness_text.started,gender_text.started,demographics.stopped,age_slider.response,age_slider.rt,Gender.text,Handedness.response,Handedness.rt,instructions_1.started,instructions_text1.started,instructions1_key_resp.started,instr1_cnt_text.started,instructions_1.stopped,instructions1_key_resp.keys,instructions1_key_resp.rt,instructions1_key_resp.duration,instructions_2.started,instructions_text2.started,key_stim_association.started,instr2_cnt_text.started,instructions2_key_resp.started,instructions_2.stopped,instructions2_key_resp.keys,instructions2_key_resp.rt,instructions2_key_resp.duration,instructions_3.started,instructions_text3.started,examplestim_image_2.started,instructions3_key_resp.started,instr3_cnt_text.started,instructions_3.stopped,instructions3_key_resp.keys,instructions3_key_resp.rt,instructions3_key_resp.duration,instructions_4.started,sound_2.started,instructions_text4.started,handplacement_image.started,sound_2.stopped,instructions4_key_resp.started,instr4_cnt_text.started,instructions_4.stopped,instructions4_key_resp.keys,instructions4_key_resp.rt,instructions4_key_resp.duration,instructions_5.started,instructions_text5.started,image.started,instructions5_key_resp.started,instr5_cnt_text.started,instructions_5.stopped,instructions5_key_resp.keys,instructions5_key_resp.rt,instructions5_key_resp.duration,volume_adjuster.started,volume_adjuster_key_resp.started,volume_adjustment_instructions.started,volume_adjuster_sound.started,volume_adjuster.stopped,volume_adjuster_key_resp.keys,volume_adjuster_key_resp.rt,volume_adjuster_key_resp.duration,begin_exp_timer.started,text_countdown_2.started,begin_exp_timer.stopped,stim_display.started,node idx,stim,selected music stim,node type,space.started,h.started,j.started,k.started,l.started,key_resp.started,text.started,accuracy_text.started,stim_display.stopped,accuracy,key_resp.keys,key_resp.rt,key_resp.duration,sound_display.started,sound_1.started,sound_1.stopped,sound_display.stopped,break_2.started,break_text.started,break_key_resp.started,break_2.stopped,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,memory_test_instructions.started,memory_text_instr.started,memory_test_instr_moveon.started,memory_test_cnt_text.started,memory_test_instructions.stopped,memory_test_instr_moveon.keys,memory_test_instr_moveon.rt,memory_test_instr_moveon.duration,mem_test_cntdn.started,text_countdown.started,mem_test_cntdn.stopped,memory_test.started,mem_space.started,mem_h.started,mem_j.started,mem_k.started,mem_l.started,mem_test_sound.started,mem_test_key_resp.started,mem_test_instr.started,mem_test_sound.stopped,mem test resp,mem test stim,memory_test.stopped,mem_test_key_resp.keys,mem_test_key_resp.rt,mem_test_key_resp.duration,demographics_2.started,music_ability_slider.started,years_of_musical_experience_slider.started,music_theory.started,music_ability_text.started,music_theory_know.started,years_music.started,button.started,demographics_2.stopped,music_ability_slider.response,music_ability_slider.rt,years_of_musical_experience_slider.response,years_of_musical_experience_slider.rt,music_theory.response,music_theory.rt,button.numClicks,button.timesOn,button.timesOff,debriefing.started,graph.started,debrief_text.started,debriefing_title.started,demo_scr_adv.started,demo_scr_adv_keypress.started,debriefing.stopped,demo_scr_adv_keypress.keys,demo_scr_adv_keypress.rt,demo_scr_adv_keypress.duration,done.started,text_countdown_3.started,done.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,[7 5 7 ... 9 8 7],"[('j', 'l'), ('j', 'space'), ('l',), ('k', 'space'), ('h', 'k'), ('h', 'j'), ('j',), ('k', 'l'), ('h', 'space'), ('space',), ('h',), ('k',), ('j', 'k'), ('l', 'space'), ('h', 'l')]","['0505 E.wav' '0101 C.wav' '0103 C.wav' '0102 C.wav' '0105 C.wav'
 '0902 G+.wav' '0903 G+.wav' '0503 E.wav' '0504 E.wav' '0901 G+.wav'
 '0502 E.wav' '0501 E.wav' '0904 G+.wav' '0104 C.wav' '0905 G+.wav']",0.009119991591433063,0.016951357625657693,0.016951357625657693,1056.1389608648897,return,1056.116230162006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240010,2010-09-21_02h04.06.427,eb_music,2023.2.3,119.9901482030104,2010-09-21 02h04.26.011196 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.1389907487028,1056.1549616762786,1056.1549616762786,1056.1549616762786,1060.739793626708,1,[4.597917733248323],[4.597924675937975],0,,,1060.7398850892496,1060.7887912818987,1060.7887912818987,1060.7887912818987,1060.7887912818987,1060.7887912818987,1060.7887912818987,1067.9216929805116,18-20,2.6462497947504744,female,Right Handed,7.149044684425462,1067.9217192420329,1067.9312388916733,1069.9231117062445,1069.9231117062445,1076.557691425347,space,6.625956281495746,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240010,2010-09-21_02h04.06.427,eb_music,2023.2.3,119.9901482030104,2010-09-21 02h04.26.011196 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.5577161775727,1076.5655182635237,1076.5655182635237,1079.5575039724354,1079.5575039724354,1093.9930277176609,space,14.431272699614055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240010,2010-09-21_02h04.06.427,eb_music,2023.2.3,119.9901482030104,2010-09-21 02h04.26.011196 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.993057601474,1094.0007018164615,1094.0007018164615,1096.9926784696581,1096.9926784696581,1109.7446779673628,h,12.747807314095553,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240010,2010-09-21_02h04.06.427,eb_music,2023.2.3,119.9901482030104,2010-09-21 02h04.26.011196 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.744707247446,1109.7524004537613,1110.2441297959012,1110.2441297959012,1110.2691346859792,1112.7443664514285,1112.7443664514285,1117.1369951751258,space,4.387446752516553,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240010,2010-09-21_02h04.06.427,eb_music,2023.2.3,119.9901482030104,2010-09-21 02h04.26.011196 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.1370250589098,1117.1448811771988,1117.1448811771988,1120.136835191166,1120.136835191166,1127.421526355698,space,7.282459237292642,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240010,2010-09-21_02h04.06.427,eb_music,2023.2.3,119.9901482030104,2010-09-21 02h04.26.011196 -0400,
0,0,0,0,,,,,,,,,,,,,1127.4876232781971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.423606147233,1127.4876232781971,1127.4876232781971,1127.4792881438161,1134.5807768096856,return,7.091947010892909,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240010,2010-09-21_02h04.06.427,eb_music,2023.2.3,119.9901482030104,2010-09-21 02h04.26.011196 -0400,
,,,,0,0,0,0,0,0,0,0,,,,,1139.6222805744328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134.5988166620082,1134.6217139897053,1139.6056796722405,1139.6095032890153,7,"('k', 'l')",musical_stimuli/0503 E.wav,non boundary,1139.6222805744328,1139.6222805744328,1139.6222805744328,1139.6222805744328,1139.6222805744328,1139.6222805744328,1139.6222805744328,1139.6222805744328,1145.615659049421,0,"['space', 'j', 'j', 'k', 'h', 'l', 'k', 'space']","[3.156701577390777, 3.348634340654826, 4.380704183015041, 4.381693970615743, 4.940721714840038, 4.941716935863951, 5.940748881926993, 5.941752253071172]","[None, None, None, None, None, None, None, None]",1145.6172899802914,1145.6229000746157,1146.1479266078095,1146.128390150785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240010,2010-09-21_02h04.06.427,eb_music,2023.2.3,119.9901482030104,2010-09-21 02h04.26.011196 -0400,
,,,,0,0,0,0,1,0,1,0,,,,,1146.1479266078095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.1293406970217,5,"('h', 'j')",musical_stimuli/0902 G+.wav,boundary,1146.1479266078095,1146.1479266078095,1146.1479266078095,1146.1479266078095,1146.1479266078095,1146.1479266078095,1146.1479266078095,1146.1479266078095,1148.0820331365976,1,"['h', 'j']","[1.8552181335981004, 1.8561898097977974]","[None, None]",1148.0833021414874,1148.08983380383,1148.6148675815784,1148.5984589619911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240010,2010-09-21_02h04.06.427,eb_music,2023.2.3,119.9901482030104,2010-09-21 02h04.26.011196 -0400,
,,,,0,0,0,0,2,0,2,0,,,,,1148.6148675815784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.5995302508527,7,"('k', 'l')",musical_stimuli/0503 E.wav,non boundary,1148.6148675815784,1148.6148675815784,1148.6148675815784,1148.6148675815784,1148.6148675815784,1148.6148675815784,1148.6148675815784,1148.6148675815784,1149.632189015305,1,"['k', 'l']","[0.9403335273382254, 0.9413218056433834]","[None, None]",1149.6334287401114,1149.6400011530845,1150.1650753795984,1150.147900949989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240010,2010-09-21_02h04.06.427,eb_music,2023.2.3,119.9901482030104,2010-09-21 02h04.26.011196 -0400,
